City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
302,mweka,-4.85,21.5667,19.77,94,100,1.14,CD,1675885620
303,avera,33.194,-82.5271,24.1,62,100,3.13,US,1675885620
304,queenstown,-31.8976,26.8753,15.15,96,100,2.22,ZA,1675885621
305,laguna,38.421,-121.4238,16.67,67,0,0.89,US,1675885622
306,alakurtti,66.9672,30.3491,-0.05,85,100,6.37,RU,1675885622
307,mae hong son,19.3003,97.9685,13.66,41,2,0.71,TH,1675885623
308,palasa,18.7667,84.4167,20.2,90,56,2.62,IN,1675885624
309,eyl,7.9803,49.8164,23.69,82,26,5.17,SO,1675885624
310,alugan,12.2188,125.4808,25.13,85,100,6.45,PH,1675885627
311,yurimaguas,-5.9,-76.0833,32.09,58,40,2.06,PE,1675885629
312,san patricio,28.017,-97.5169,15.6,79,100,7.31,US,1675885630
313,erenhot,43.6475,111.9767,-6.43,46,100,2.72,CN,1675885631
314,tessalit,20.1986,1.0114,23.4,16,5,4.73,ML,1675885632
315,kavaratti,10.5669,72.642,26.31,76,91,3.96,IN,1675885633
316,hohhot,40.8106,111.6522,-2.84,93,75,2.0,CN,1675885635
317,aviles,43.5547,-5.9248,9.96,87,20,2.06,ES,1675885635
318,chernyshevskiy,63.0128,112.4714,-45.4,100,85,0.9,RU,1675885638
319,gao,16.6362,1.637,27.27,10,27,4.78,ML,1675885510
320,jiazi,22.8779,116.067,16.37,89,100,7.95,CN,1675885639
321,coquimbo,-29.9533,-71.3436,21.85,68,0,5.66,CL,1675885390
322,sakaiminato,35.55,133.2333,4.99,93,75,1.54,JP,1675885641
323,ilam,26.9167,87.9167,11.1,72,15,1.57,NP,1675885641
324,nara,34.6851,135.8049,2.73,67,18,2.0,JP,1675885610
325,porto novo,6.4965,2.6036,28.9,79,70,3.89,BJ,1675885643
326,tatawin,32.9297,10.4518,10.48,88,78,8.59,TN,1675885644
327,caravelas,-17.7125,-39.2481,27.41,69,56,4.43,BR,1675885645
328,golspie,57.9727,-3.978,4.08,84,40,4.63,GB,1675885648
329,baisha,26.5222,110.9311,9.43,98,100,1.22,CN,1675885649
330,asosa,10.0667,34.5333,19.9,35,0,1.66,ET,1675885651
331,mount gambier,-37.8333,140.7667,11.94,89,5,2.02,AU,1675885465
